route_id,service_id,trip_id,trip_headsign,direction_id,block_id
DUA800850009,10283,DUASN110818F01001-1_347503,"10818",0,
DUA800850009,10283,DUASN110816F01001-1_347504,"10816",0,
DUA800850009,10283,DUASN110814F01001-1_347505,"10814",0,
DUA800850009,10283,DUASN110812F01001-1_347506,"10812",0,
DUA800850009,10283,DUASN110810F01001-1_347507,"10810",0,
DUA800850009,10286,DUASN110754F01001-1_347508,"10754",0,
DUA800850009,10285,DUASN110752F01001-1_347509,"10752",0,
DUA800850009,10285,DUASN110750F01001-1_347510,"10750",0,
DUA800850009,10284,DUASN110748F01001-1_347511,"10748",0,
DUA800850009,10283,DUASN110746F01001-1_347512,"10746",0,
DUA800850009,10283,DUASN110744F01001-1_347513,"10744",0,
DUA800850009,10283,DUASN110742F01001-1_347514,"10742",0,
DUA800850009,10283,DUASN110740F01001-1_347515,"10740",0,
DUA800850009,10283,DUASN110638F01001-1_347516,"10638",0,
DUA800850009,10283,DUASN110640F01001-1_347517,"10640",0,
DUA800850009,10283,DUASN110642F01001-1_347518,"10642",0,
DUA800850009,10283,DUASN110644F01001-1_347519,"10644",0,
DUA800850009,10283,DUASN110710F01001-1_347520,"10710",0,
DUA800850009,10283,DUASN110712F04001-1_347521,"10712",0,
DUA800850009,10283,DUASN110714F01001-1_347522,"10714",0,
DUA800850009,10283,DUASN110716F01001-1_347523,"10716",0,
DUA800850009,10283,DUASN110718F01001-1_347524,"10718",0,
DUA800850009,10283,DUASN110720F01001-1_347525,"10720",0,
DUA800850009,10283,DUASN110722F01001-1_347526,"10722",0,
DUA800850009,10283,DUASN110724F01001-1_347527,"10724",0,
DUA800850009,10283,DUASN110726F01001-1_347528,"10726",0,
DUA800850009,10283,DUASN110728F01001-1_347529,"10728",0,
DUA800850009,10283,DUASN110730F01001-1_347530,"10730",0,
DUA800850009,10283,DUASN110732F01001-1_347531,"10732",0,
DUA800850009,10283,DUASN110734F01001-1_347532,"10734",0,
DUA800850009,10283,DUASN110736F01001-1_347533,"10736",0,
DUA800850009,10283,DUASN110738F01001-1_347534,"10738",0,
DUA800850009,10283,DUASN110636F01001-1_347535,"10636",0,
DUA800850009,10283,DUASN110634F01001-1_347536,"10634",0,
DUA800850009,10283,DUASN110632F01001-1_347537,"10632",0,
DUA800850009,10283,DUASN110630F01001-1_347538,"10630",0,
DUA800850009,10283,DUASN110628F01001-1_347539,"10628",0,
DUA800850009,10283,DUASN110626F01001-1_347540,"10626",0,
DUA800850009,10283,DUASN110624F01001-1_347541,"10624",0,
DUA800850009,10283,DUASN110622F01001-1_347542,"10622",0,
DUA800850009,10283,DUASN110620F01001-1_347543,"10620",0,
DUA800850009,10283,DUASN110618F01001-1_347544,"10618",0,
DUA800850009,10283,DUASN110616F01001-1_347545,"10616",0,
DUA800850009,10283,DUASN110614F01001-1_347546,"10614",0,
DUA800850009,10284,DUASN110546F01001-1_347547,"10546",0,
DUA800850009,10283,DUASN110544F01001-1_347548,"10544",0,
DUA800850009,10283,DUASN110542F01001-1_347549,"10542",0,
DUA800850009,10283,DUASN110540F01001-1_347550,"10540",0,
DUA800850009,10283,DUASN110538F01001-1_347551,"10538",0,
DUA800850009,10283,DUASN110536F01001-1_347552,"10536",0,
DUA800850009,10283,DUASN110534F01001-1_347553,"10534",0,
DUA800850009,10283,DUASN110832F01001-1_347554,"10832",0,
DUA800850009,10283,DUASN110834F01001-1_347555,"10834",0,
DUA800850009,10283,DUASN110836F01001-1_347556,"10836",0,
DUA800850009,10283,DUASN110838F02001-1_347557,"10838",0,
DUA800850009,10283,DUASN110840F01001-1_347558,"10840",0,
DUA800850009,10283,DUASN110842F01001-1_347559,"10842",0,
DUA800850009,10283,DUASN110844F01001-1_347560,"10844",0,
DUA800850009,10283,DUASN110846F01001-1_347561,"10846",0,
DUA800850009,10283,DUASN110914F01001-1_347562,"10914",0,
DUA800850009,10283,DUASN110916F01001-1_347563,"10916",0,
DUA800850009,10283,DUASN110918F01001-1_347564,"10918",0,
DUA800850009,10283,DUASN110920F01001-1_347565,"10920",0,
DUA800850009,10283,DUASN110922F01001-1_347566,"10922",0,
DUA800850009,10283,DUASN110924F01001-1_347567,"10924",0,
DUA800850009,10283,DUASN110926F01001-1_347568,"10926",0,
DUA800850009,10283,DUASN110928F01001-1_347569,"10928",0,
DUA800850009,10283,DUASN110930F01001-1_347570,"10930",0,
DUA800850009,10283,DUASN110932F01001-1_347571,"10932",0,
DUA800850009,10283,DUASN110934F01001-1_347572,"10934",0,
DUA800850009,10283,DUASN110936F01001-1_347573,"10936",0,
DUA800850009,10283,DUASN110938F01001-1_347574,"10938",0,
DUA800850009,10283,DUASN110940F01001-1_347575,"10940",0,
DUA800850009,10283,DUASN110942F01001-1_347576,"10942",0,
DUA800850009,10283,DUASN110944F01001-1_347577,"10944",0,
DUA800850009,10277,DUASN111610F01001-1_347578,"11610",0,
DUA800850009,10275,DUASN111612F01001-1_347579,"11612",0,
DUA800850009,10275,DUASN111614F01001-1_347580,"11614",0,
DUA800850009,10275,DUASN111616F01001-1_347581,"11616",0,
DUA800850009,10275,DUASN111618F01001-1_347582,"11618",0,
DUA800850009,10275,DUASN111620F01001-1_347583,"11620",0,
DUA800850009,10275,DUASN111622F01001-1_347584,"11622",0,
DUA800850009,10275,DUASN111624F01001-1_347585,"11624",0,
DUA800850009,10275,DUASN111626F01001-1_347586,"11626",0,
DUA800850009,10275,DUASN111628F01001-1_347587,"11628",0,
DUA800850009,10275,DUASN111630F01001-1_347588,"11630",0,
DUA800850009,10275,DUASN111632F01001-1_347589,"11632",0,
DUA800850009,10275,DUASN111634F01001-1_347590,"11634",0,
DUA800850009,10275,DUASN111636F01001-1_347591,"11636",0,
DUA800850009,10275,DUASN111638F01001-1_347592,"11638",0,
DUA800850009,10275,DUASN111640F01001-1_347593,"11640",0,
DUA800850009,10275,DUASN111642F01001-1_347594,"11642",0,
DUA800850009,10275,DUASN111644F01001-1_347595,"11644",0,
DUA800850009,10275,DUASN111646F01001-1_347596,"11646",0,
DUA800850009,10276,DUASN111710F01001-1_347597,"11710",0,
DUA800850009,10277,DUASN111712F01001-1_347598,"11712",0,
DUA800850009,10275,DUASN111714F01001-1_347599,"11714",0,
DUA800850009,10275,DUASN111716F01001-1_347600,"11716",0,
DUA800850009,10275,DUASN111718F01001-1_347601,"11718",0,
DUA800850009,10275,DUASN111720F01001-1_347602,"11720",0,
DUA800850009,10275,DUASN111722F01001-1_347603,"11722",0,
DUA800850009,10275,DUASN111724F01001-1_347604,"11724",0,
DUA800850009,10275,DUASN111726F01001-1_347605,"11726",0,
DUA800850009,10275,DUASN111728F01001-1_347606,"11728",0,
DUA800850009,10275,DUASN111730F01001-1_347607,"11730",0,
DUA800850009,10275,DUASN111732F01001-1_347608,"11732",0,
DUA800850009,10275,DUASN111734F01001-1_347609,"11734",0,
DUA800850009,10275,DUASN111736F01001-1_347610,"11736",0,
DUA800850009,10275,DUASN111738F01001-1_347611,"11738",0,
DUA800850009,10275,DUASN111740F01001-1_347612,"11740",0,
DUA800850009,10275,DUASN111742F01001-1_347613,"11742",0,
DUA800850009,10275,DUASN111744F01001-1_347614,"11744",0,
DUA800850009,10275,DUASN111746F01001-1_347615,"11746",0,
DUA800850009,10281,DUASN111748F01001-1_347616,"11748",0,
DUA800850009,10282,DUASN111750F01001-1_347617,"11750",0,
DUA800850009,10279,DUASN111752F01001-1_347618,"11752",0,
DUA800850009,10280,DUASN111754F01001-1_347619,"11754",0,
DUA800850009,10278,DUASN111910F01001-1_347620,"11910",0,
DUA800850009,10277,DUASN111912F01001-1_347621,"11912",0,
DUA800850009,10275,DUASN111914F01001-1_347622,"11914",0,
DUA800850009,10275,DUASN111916F01001-1_347623,"11916",0,
DUA800850009,10275,DUASN111918F01001-1_347624,"11918",0,
DUA800850009,10275,DUASN111920F01001-1_347625,"11920",0,
DUA800850009,10275,DUASN111922F01001-1_347626,"11922",0,
DUA800850009,10275,DUASN111924F01001-1_347627,"11924",0,
DUA800850009,10275,DUASN111926F01001-1_347628,"11926",0,
DUA800850009,10275,DUASN111928F01001-1_347629,"11928",0,
DUA800850009,10275,DUASN111936F02001-1_347630,"11936",0,
DUA800850009,10275,DUASN111930F01001-1_347631,"11930",0,
DUA800850009,10275,DUASN111948F02001-1_347632,"11948",0,
DUA800850009,10275,DUASN111934F02001-1_347633,"11934",0,
DUA800850009,10275,DUASN111932F01001-1_347634,"11932",0,
DUA800850009,10275,DUASN111946F02001-1_347635,"11946",0,
DUA800850009,10275,DUASN111940F02001-1_347636,"11940",0,
DUA800850009,10275,DUASN111938F02001-1_347637,"11938",0,
DUA800850009,10275,DUASN111944F02001-1_347638,"11944",0,
DUA800850009,10275,DUASN112216F01001-1_347639,"12216",0,
DUA800850009,10278,DUASN112210F01001-1_347640,"12210",0,
DUA800850009,10282,DUASN111950F01001-1_347641,"11950",0,
DUA800850009,10275,DUASN112428F01001-1_347642,"12428",0,
DUA800850009,10279,DUASN111954F01001-1_347643,"11954",0,
DUA800850009,10282,DUASN111952F02001-1_347644,"11952",0,
DUA800850009,10275,DUASN112220F01001-1_347645,"12220",0,
DUA800850009,10275,DUASN112214F01001-1_347646,"12214",0,
DUA800850009,10277,DUASN112212F01001-1_347647,"12212",0,
DUA800850009,10275,DUASN112218F01001-1_347648,"12218",0,
DUA800850009,10275,DUASN111942F02001-1_347649,"11942",0,
DUA800850009,10275,DUASN112222F01001-1_347650,"12222",0,
DUA800850009,10275,DUASN112224F01001-1_347651,"12224",0,
DUA800850009,10275,DUASN112226F01001-1_347652,"12226",0,
DUA800850009,10275,DUASN112228F01001-1_347653,"12228",0,
DUA800850009,10275,DUASN112230F01001-1_347654,"12230",0,
DUA800850009,10275,DUASN112232F01001-1_347655,"12232",0,
DUA800850009,10275,DUASN112234F01001-1_347656,"12234",0,
DUA800850009,10275,DUASN112236F01001-1_347657,"12236",0,
DUA800850009,10275,DUASN112238F01001-1_347658,"12238",0,
DUA800850009,10275,DUASN112240F01001-1_347659,"12240",0,
DUA800850009,10275,DUASN112242F01001-1_347660,"12242",0,
DUA800850009,10275,DUASN112244F01001-1_347661,"12244",0,
DUA800850009,10275,DUASN112246F02001-1_347662,"12246",0,
DUA800850009,10277,DUASN112310F02001-1_347663,"12310",0,
DUA800850009,10275,DUASN112312F02001-1_347664,"12312",0,
DUA800850009,10275,DUASN112314F02001-1_347665,"12314",0,
DUA800850009,10275,DUASN112316F02001-1_347666,"12316",0,
DUA800850009,10275,DUASN112318F02001-1_347667,"12318",0,
DUA800850009,10275,DUASN112320F02001-1_347668,"12320",0,
DUA800850009,10275,DUASN112426F01001-1_347669,"12426",0,
DUA800850009,10275,DUASN112330F02001-1_347670,"12330",0,
DUA800850009,10275,DUASN112336F02001-1_347671,"12336",0,
DUA800850009,10275,DUASN112322F02001-1_347672,"12322",0,
DUA800850009,10275,DUASN112324F02001-1_347673,"12324",0,
DUA800850009,10275,DUASN112338F01001-1_347674,"12338",0,
DUA800850009,10282,DUASN112348F01001-1_347675,"12348",0,
DUA800850009,10275,DUASN112346F01001-1_347676,"12346",0,
DUA800850009,10275,DUASN112332F02001-1_347677,"12332",0,
DUA800850009,10275,DUASN112342F01001-1_347678,"12342",0,
DUA800850009,10275,DUASN112412F01001-1_347679,"12412",0,
DUA800850009,10275,DUASN112414F01001-1_347680,"12414",0,
DUA800850009,10275,DUASN112344F01001-1_347681,"12344",0,
DUA800850009,10282,DUASN112350F01001-1_347682,"12350",0,
DUA800850009,10279,DUASN112352F01001-1_347683,"12352",0,
DUA800850009,10275,DUASN112326F02001-1_347684,"12326",0,
DUA800850009,10275,DUASN112328F02001-1_347685,"12328",0,
DUA800850009,10277,DUASN112410F01001-1_347686,"12410",0,
DUA800850009,10275,DUASN112340F01001-1_347687,"12340",0,
DUA800850009,10275,DUASN112420F01001-1_347688,"12420",0,
DUA800850009,10275,DUASN112422F01001-1_347689,"12422",0,
DUA800850009,10282,DUASN112448F01001-1_347690,"12448",0,
DUA800850009,10275,DUASN112434F01001-1_347691,"12434",0,
DUA800850009,10275,DUASN112416F01001-1_347692,"12416",0,
DUA800850009,10275,DUASN112430F01001-1_347693,"12430",0,
DUA800850009,10275,DUASN112432F01001-1_347694,"12432",0,
DUA800850009,10275,DUASN112418F01001-1_347695,"12418",0,
DUA800850009,10275,DUASN112424F01001-1_347696,"12424",0,
DUA800850009,10275,DUASN112442F01001-1_347697,"12442",0,
DUA800850009,10275,DUASN112436F01001-1_347698,"12436",0,
DUA800850009,10275,DUASN112334F02001-1_347699,"12334",0,
DUA800850009,10275,DUASN112440F01001-1_347700,"12440",0,
DUA800850009,10275,DUASN112438F01001-1_347701,"12438",0,
DUA800850009,10279,DUASN112452F01001-1_347702,"12452",0,
DUA800850009,10275,DUASN112446F01001-1_347703,"12446",0,
DUA800850009,10275,DUASN112444F01001-1_347704,"12444",0,
DUA800850009,10282,DUASN112450F01001-1_347705,"12450",0,
DUA800850009,10292,DUASN112248F03001-1_347706,"12248",0,
DUA800850009,10293,DUASN111602F01001-1_347707,"11602",0,
DUA800850009,10294,DUASN110202F01001-1_347708,"10202",0,
DUA800850009,10279,DUASN112455F01001-1_347709,"12455",1,
DUA800850009,10282,DUASN112453F01001-1_347710,"12453",1,
DUA800850009,10282,DUASN112451F01001-1_347711,"12451",1,
DUA800850009,10281,DUASN112449F01001-1_347712,"12449",1,
DUA800850009,10275,DUASN112447F01001-1_347713,"12447",1,
DUA800850009,10275,DUASN112445F01001-1_347714,"12445",1,
DUA800850009,10275,DUASN112443F01001-1_347715,"12443",1,
DUA800850009,10275,DUASN112441F01001-1_347716,"12441",1,
DUA800850009,10275,DUASN112439F01001-1_347717,"12439",1,
DUA800850009,10275,DUASN112437F01001-1_347718,"12437",1,
DUA800850009,10275,DUASN112435F01001-1_347719,"12435",1,
DUA800850009,10275,DUASN112433F01001-1_347720,"12433",1,
DUA800850009,10275,DUASN112431F01001-1_347721,"12431",1,
DUA800850009,10275,DUASN112429F01001-1_347722,"12429",1,
DUA800850009,10275,DUASN112427F01001-1_347723,"12427",1,
DUA800850009,10275,DUASN112425F01001-1_347724,"12425",1,
DUA800850009,10275,DUASN112423F01001-1_347725,"12423",1,
DUA800850009,10275,DUASN112421F01001-1_347726,"12421",1,
DUA800850009,10275,DUASN112419F01001-1_347727,"12419",1,
DUA800850009,10275,DUASN112417F01001-1_347728,"12417",1,
DUA800850009,10275,DUASN112415F01001-1_347729,"12415",1,
DUA800850009,10276,DUASN112413F01001-1_347730,"12413",1,
DUA800850009,10277,DUASN112411F01001-1_347731,"12411",1,
DUA800850009,10279,DUASN112355F01001-1_347732,"12355",1,
DUA800850009,10279,DUASN112353F01001-1_347733,"12353",1,
DUA800850009,10282,DUASN112351F01001-1_347734,"12351",1,
DUA800850009,10281,DUASN112349F01001-1_347735,"12349",1,
DUA800850009,10275,DUASN112347F01001-1_347736,"12347",1,
DUA800850009,10275,DUASN112345F01001-1_347737,"12345",1,
DUA800850009,10275,DUASN112343F01001-1_347738,"12343",1,
DUA800850009,10275,DUASN112341F01001-1_347739,"12341",1,
DUA800850009,10275,DUASN112339F01001-1_347740,"12339",1,
DUA800850009,10275,DUASN112337F01001-1_347741,"12337",1,
DUA800850009,10275,DUASN112335F02001-1_347742,"12335",1,
DUA800850009,10275,DUASN112333F02001-1_347743,"12333",1,
DUA800850009,10275,DUASN112331F02001-1_347744,"12331",1,
DUA800850009,10275,DUASN112329F02001-1_347745,"12329",1,
DUA800850009,10275,DUASN112327F02001-1_347746,"12327",1,
DUA800850009,10275,DUASN112325F02001-1_347747,"12325",1,
DUA800850009,10275,DUASN112323F02001-1_347748,"12323",1,
DUA800850009,10275,DUASN112321F02001-1_347749,"12321",1,
DUA800850009,10275,DUASN112319F02001-1_347750,"12319",1,
DUA800850009,10275,DUASN112317F02001-1_347751,"12317",1,
DUA800850009,10275,DUASN112315F02001-1_347752,"12315",1,
DUA800850009,10276,DUASN112313F02001-1_347753,"12313",1,
DUA800850009,10277,DUASN112311F02001-1_347754,"12311",1,
DUA800850009,10281,DUASN112247F02001-1_347755,"12247",1,
DUA800850009,10275,DUASN112245F01001-1_347756,"12245",1,
DUA800850009,10275,DUASN112243F01001-1_347757,"12243",1,
DUA800850009,10275,DUASN112241F01001-1_347758,"12241",1,
DUA800850009,10275,DUASN112239F01001-1_347759,"12239",1,
DUA800850009,10275,DUASN112237F01001-1_347760,"12237",1,
DUA800850009,10275,DUASN112235F01001-1_347761,"12235",1,
DUA800850009,10275,DUASN112233F01001-1_347762,"12233",1,
DUA800850009,10275,DUASN112231F01001-1_347763,"12231",1,
DUA800850009,10275,DUASN112229F01001-1_347764,"12229",1,
DUA800850009,10275,DUASN112227F01001-1_347765,"12227",1,
DUA800850009,10275,DUASN112225F01001-1_347766,"12225",1,
DUA800850009,10275,DUASN112223F01001-1_347767,"12223",1,
DUA800850009,10275,DUASN112221F01001-1_347768,"12221",1,
DUA800850009,10275,DUASN112219F01001-1_347769,"12219",1,
DUA800850009,10275,DUASN112217F01001-1_347770,"12217",1,
DUA800850009,10275,DUASN112215F01001-1_347771,"12215",1,
DUA800850009,10275,DUASN112213F01001-1_347772,"12213",1,
DUA800850009,10277,DUASN112211F01001-1_347773,"12211",1,
DUA800850009,10279,DUASN111953F01001-1_347774,"11953",1,
DUA800850009,10282,DUASN111951F02001-1_347775,"11951",1,
DUA800850009,10282,DUASN111949F02001-1_347776,"11949",1,
DUA800850009,10275,DUASN111947F02001-1_347777,"11947",1,
DUA800850009,10275,DUASN111945F02001-1_347778,"11945",1,
DUA800850009,10275,DUASN111943F02001-1_347779,"11943",1,
DUA800850009,10275,DUASN111941F02001-1_347780,"11941",1,
DUA800850009,10275,DUASN111939F02001-1_347781,"11939",1,
DUA800850009,10275,DUASN111937F02001-1_347782,"11937",1,
DUA800850009,10275,DUASN111935F02001-1_347783,"11935",1,
DUA800850009,10275,DUASN111933F01001-1_347784,"11933",1,
DUA800850009,10275,DUASN111931F01001-1_347785,"11931",1,
DUA800850009,10275,DUASN111929F01001-1_347786,"11929",1,
DUA800850009,10275,DUASN111927F01001-1_347787,"11927",1,
DUA800850009,10275,DUASN111925F01001-1_347788,"11925",1,
DUA800850009,10275,DUASN111923F01001-1_347789,"11923",1,
DUA800850009,10275,DUASN111921F01001-1_347790,"11921",1,
DUA800850009,10275,DUASN111919F01001-1_347791,"11919",1,
DUA800850009,10275,DUASN111917F01001-1_347792,"11917",1,
DUA800850009,10275,DUASN111915F01001-1_347793,"11915",1,
DUA800850009,10275,DUASN111913F01001-1_347794,"11913",1,
DUA800850009,10277,DUASN111911F01001-1_347795,"11911",1,
DUA800850009,10279,DUASN111755F01001-1_347796,"11755",1,
DUA800850009,10282,DUASN111753F01001-1_347797,"11753",1,
DUA800850009,10282,DUASN111751F01001-1_347798,"11751",1,
DUA800850009,10281,DUASN111749F01001-1_347799,"11749",1,
DUA800850009,10275,DUASN111747F01001-1_347800,"11747",1,
DUA800850009,10275,DUASN111745F01001-1_347801,"11745",1,
DUA800850009,10275,DUASN111743F01001-1_347802,"11743",1,
DUA800850009,10275,DUASN111741F01001-1_347803,"11741",1,
DUA800850009,10275,DUASN111739F01001-1_347804,"11739",1,
DUA800850009,10275,DUASN111737F01001-1_347805,"11737",1,
DUA800850009,10275,DUASN111735F01001-1_347806,"11735",1,
DUA800850009,10275,DUASN111733F01001-1_347807,"11733",1,
DUA800850009,10275,DUASN111731F01001-1_347808,"11731",1,
DUA800850009,10275,DUASN111729F01001-1_347809,"11729",1,
DUA800850009,10275,DUASN111727F01001-1_347810,"11727",1,
DUA800850009,10275,DUASN111725F01001-1_347811,"11725",1,
DUA800850009,10275,DUASN111723F01001-1_347812,"11723",1,
DUA800850009,10275,DUASN111721F01001-1_347813,"11721",1,
DUA800850009,10275,DUASN111719F01001-1_347814,"11719",1,
DUA800850009,10275,DUASN111717F01001-1_347815,"11717",1,
DUA800850009,10275,DUASN111715F01001-1_347816,"11715",1,
DUA800850009,10277,DUASN111713F01001-1_347817,"11713",1,
DUA800850009,10277,DUASN111711F01001-1_347818,"11711",1,
DUA800850009,10281,DUASN111649F01001-1_347819,"11649",1,
DUA800850009,10275,DUASN111647F01001-1_347820,"11647",1,
DUA800850009,10275,DUASN111645F01001-1_347821,"11645",1,
DUA800850009,10275,DUASN111643F01001-1_347822,"11643",1,
DUA800850009,10275,DUASN111641F01001-1_347823,"11641",1,
DUA800850009,10275,DUASN111639F01001-1_347824,"11639",1,
DUA800850009,10275,DUASN111637F01001-1_347825,"11637",1,
DUA800850009,10275,DUASN111635F01001-1_347826,"11635",1,
DUA800850009,10275,DUASN111633F01001-1_347827,"11633",1,
DUA800850009,10275,DUASN111631F01001-1_347828,"11631",1,
DUA800850009,10275,DUASN111629F01001-1_347829,"11629",1,
DUA800850009,10275,DUASN111627F01001-1_347830,"11627",1,
DUA800850009,10275,DUASN111625F01001-1_347831,"11625",1,
DUA800850009,10275,DUASN111623F01001-1_347832,"11623",1,
DUA800850009,10275,DUASN111621F01001-1_347833,"11621",1,
DUA800850009,10275,DUASN111619F01001-1_347834,"11619",1,
DUA800850009,10275,DUASN111617F01001-1_347835,"11617",1,
DUA800850009,10275,DUASN111615F01001-1_347836,"11615",1,
