Nom gare;Code Gare;Type jour;Date de comptage;Ligne;Tranche horaire;Montants
Juvisy;87545244;Dimanche;2012-06-24;C;De 10h à 16h;4308
Juvisy;87545244;JOB;2012-06-26;C;Avant 6h;521
Juvisy;87545244;JOB;2012-06-26;C;De 10h à 16h;6335
Juvisy;87545244;JOB;2012-06-26;C;De 6h à 10h;15833
Juvisy;87545244;Samedi;2012-06-23;C;Avant 6h;303
Athis Mons;87545251;JOB;2012-06-26;C;Après 20h;95
Villeneuve le Roi;87545277;JOB;2012-06-26;C;Avant 6h;89
Villeneuve le Roi;87545277;JOB;2012-06-26;C;De 10h à 16h;610
Choisy le Roi;87545285;Dimanche;2012-06-24;C;De 16h à 20h;2665
Choisy le Roi;87545285;JOB;2012-06-26;C;Avant 6h;511
Choisy le Roi;87545285;Samedi;2012-06-23;C;De 10h à 16h;6039
Vitry sur Seine;87545293;Dimanche;2012-06-24;C;Avant 6h;56
Vitry sur Seine;87545293;Dimanche;2012-06-24;C;De 10h à 16h;1373
Vitry sur Seine;87545293;Dimanche;2012-06-24;C;De 6h à 10h;586
Vitry sur Seine;87545293;Samedi;2012-06-23;C;De 10h à 16h;2358
Ivry sur Seine;87545301;Samedi;2012-06-23;C;Après 20h;692
Ivry sur Seine;87545301;Samedi;2012-06-23;C;De 6h à 10h;908
La Norville Saint-Germain lès Arpajon;87545459;Dimanche;2012-06-24;C;De 6h à 10h;50
La Norville Saint-Germain lès Arpajon;87545459;JOB;2012-06-26;C;De 10h à 16h;179
La Norville Saint-Germain lès Arpajon;87545459;Samedi;2012-06-23;C;De 6h à 10h;85
Arpajon;87545467;Dimanche;2012-06-24;C;De 10h à 16h;409
Arpajon;87545467;JOB;2012-06-26;C;De 6h à 10h;1098
Arpajon;87545467;Samedi;2012-06-23;C;Après 20h;154
Egly;87545475;Samedi;2012-06-23;C;De 10h à 16h;146
Breuillet Bruyères le Châtel;87545483;Dimanche;2012-06-24;C;Avant 6h;2
Breuillet Bruyères le Châtel;87545483;Dimanche;2012-06-24;C;De 6h à 10h;33
Breuillet Bruyères le Châtel;87545483;JOB;2012-06-26;C;De 10h à 16h;155
Breuillet Village;87545491;Dimanche;2012-06-24;C;Après 20h;39
Breuillet Village;87545491;Dimanche;2012-06-24;C;Avant 6h;6
Breuillet Village;87545491;Dimanche;2012-06-24;C;De 10h à 16h;122
Breuillet Village;87545491;JOB;2012-06-26;C;Avant 6h;36
Breuillet Village;87545491;JOB;2012-06-26;C;De 10h à 16h;226
Breuillet Village;87545491;JOB;2012-06-26;C;De 6h à 10h;487
Breuillet Village;87545491;Samedi;2012-06-23;C;De 6h à 10h;55
Saint-Chéron;87545509;Dimanche;2012-06-24;C;Après 20h;24
Saint-Chéron;87545509;Dimanche;2012-06-24;C;De 6h à 10h;46
Saint-Chéron;87545509;JOB;2012-06-26;C;De 10h à 16h;219
Sermaise;87545517;Dimanche;2012-06-24;C;De 16h à 20h;33
Sermaise;87545517;Dimanche;2012-06-24;C;De 6h à 10h;12
Sermaise;87545517;JOB;2012-06-26;C;Après 20h;2
Neuville Université;87334482;Dimanche;2014-05-18;A;De 6h à 10h;167
Conflans fin d'Oise;87381459;Dimanche;2014-05-18;A;De 10h à 16h;882
Conflans fin d'Oise;87381459;Dimanche;2014-05-18;A;De 16h à 20h;817
Conflans fin d'Oise;87381459;JOB;2014-05-20;A;De 6h à 10h;3001
Neuville Université;87334482;Dimanche;2014-05-18;A;Avant 6h;18
Achères Ville;87381657;Dimanche;2014-05-18;A;Avant 6h;38
Achères Ville;87381657;Samedi;2014-05-17;A;Avant 6h;68
Pont de Rungis Aéroport d'Orly;87546192;Dimanche;2012-06-24;C;Avant 6h;6
Rungis la Fraternelle;87546291;JOB;2012-06-26;C;Avant 6h;9
Chemin d'Antony;87546317;Dimanche;2012-06-24;C;Après 20h;3
Chemin d'Antony;87546317;Dimanche;2012-06-24;C;Avant 6h;1
Orly Ville;87546200;Dimanche;2012-06-24;C;Après 20h;117
Les Saules;87546226;JOB;2012-06-26;C;De 10h à 16h;749
Les Saules;87546226;Samedi;2012-06-23;C;Après 20h;992
Orly Ville;87546200;Samedi;2012-06-23;C;Avant 6h;53
Dourdan;87545525;Samedi;2012-06-23;C;Avant 6h;32
Villeparisis Mitry le Neuf;87271510;Dimanche;2014-03-30;B;De 16h à 20h;795
Villeparisis Mitry le Neuf;87271510;Dimanche;2014-03-30;B;De 6h à 10h;403
Villeparisis Mitry le Neuf;87271510;Dimanche;2014-03-30;B;Avant 6h;37
Villeparisis Mitry le Neuf;87271510;JOB;2014-03-27;B;Avant 6h;157
Epinay sur Seine;87271148;Samedi;2012-06-23;C;De 10h à 16h;1369
Gennevilliers;87271205;Dimanche;2012-06-24;C;De 10h à 16h;436
Porte de Clichy;87111278;Dimanche;2012-06-24;C;Après 20h;428
Epinay sur Seine;87271148;Samedi;2012-06-23;C;Après 20h;466
Porte de Clichy;87111278;JOB;2012-06-26;C;Avant 6h;67
Mitry Claye;87271528;Samedi;2014-03-29;B;Après 20h;236
Aéroport Charles de Gaulle 2 TGV;87001479;Dimanche;2014-03-30;B;Après 20h;2497
Aéroport Charles de Gaulle 2 TGV;87001479;JOB;2014-03-27;B;De 10h à 16h;4676
Aéroport Charles de Gaulle 2 TGV;87001479;JOB;2014-03-27;B;Avant 6h;135
La Plaine-Stade de France;87164798;Samedi;2014-03-29;B;De 16h à 20h;3254
La Plaine-Stade de France;87164798;Samedi;2014-03-29;B;Avant 6h;277
La Plaine-Stade de France;87164798;JOB;2014-03-27;B;Avant 6h;411
Paris Nord;87271007;Dimanche;2014-03-30;B;De 16h à 20h;24845
Paris Nord;87271007;Samedi;2014-03-29;B;Après 20h;18742
Poissy;87386573;Samedi;2014-05-17;A;De 10h à 16h;2032
Paris Nord;87271007;JOB;2014-03-27;B;Avant 6h;1723
Aéroport Charles de Gaulle 1;87271460;Dimanche;2014-03-30;B;De 6h à 10h;1078
Aéroport Charles de Gaulle 1;87271460;JOB;2014-03-27;B;Après 20h;973
Parc des Expositions;87271486;Dimanche;2014-03-30;B;Après 20h;296
Parc des Expositions;87271486;JOB;2014-03-27;B;De 16h à 20h;2700
Parc des Expositions;87271486;JOB;2014-03-27;B;De 10h à 16h;996
Parc des Expositions;87271486;Dimanche;2014-03-30;B;Avant 6h;4
Le Blanc Mesnil;87271478;Samedi;2014-03-29;B;De 6h à 10h;952
Le Blanc Mesnil;87271478;Samedi;2014-03-29;B;Après 20h;602
Villepinte;87271452;JOB;2014-03-27;B;De 10h à 16h;784
Villepinte;87271452;JOB;2014-03-27;B;De 16h à 20h;648
La Courneuve Aubervilliers;87271304;Dimanche;2014-03-30;B;De 10h à 16h;4661
La Courneuve Aubervilliers;87271304;JOB;2014-03-27;B;De 10h à 16h;4042
Aulnay sous Bois;87271411;Dimanche;2014-03-30;B;De 6h à 10h;2076
Aulnay sous Bois;87271411;Dimanche;2014-03-30;B;Avant 6h;172
Le Bourget;87271395;Dimanche;2014-03-30;B;De 6h à 10h;1695
Aulnay sous Bois;87271411;JOB;2014-03-27;B;Avant 6h;863
Le Bourget;87271395;JOB;2014-03-27;B;De 6h à 10h;7265
Le Bourget;87271395;Dimanche;2014-03-30;B;Avant 6h;221
Drancy;87271403;Dimanche;2014-03-30;B;Après 20h;785
Drancy;87271403;JOB;2014-03-27;B;Avant 6h;624
Aulnay sous Bois;87271411;Samedi;2014-03-29;B;Avant 6h;452
Vert Galant;87271437;Dimanche;2014-03-30;B;De 16h à 20h;1845
Villepinte;87271452;Dimanche;2014-03-30;B;De 6h à 10h;355
Sevran Livry;87271429;Dimanche;2014-03-30;B;Après 20h;487
Vert Galant;87271437;JOB;2014-03-27;B;De 10h à 16h;2840
Vert Galant;87271437;JOB;2014-03-27;B;De 16h à 20h;2216
Sevran Livry;87271429;Samedi;2014-03-29;B;Avant 6h;131
Vert Galant;87271437;Samedi;2014-03-29;B;Avant 6h;184
Vert Galant;87271437;JOB;2014-03-27;B;Après 20h;532
Vert Galant;87271437;JOB;2014-03-27;B;Avant 6h;487
Massy Palaiseau;87393579;Dimanche;2012-06-24;C;De 10h à 16h;727
Chilly Mazarin;87393637;Dimanche;2012-06-24;C;De 10h à 16h;147
Chilly Mazarin;87393637;Samedi;2012-06-23;C;De 16h à 20h;248
Longjumeau;87393611;Samedi;2012-06-23;C;De 16h à 20h;129
Chilly Mazarin;87393637;Samedi;2012-06-23;C;Avant 6h;18
Neuilly Porte Maillot (Palais des Congrès);87381020;JOB;2012-06-26;C;De 10h à 16h;2111
Neuilly Porte Maillot (Palais des Congrès);87381020;JOB;2012-06-26;C;De 16h à 20h;6790
Neuilly Porte Maillot (Palais des Congrès);87381020;JOB;2012-06-26;C;De 6h à 10h;1878
Neuilly Porte Maillot (Palais des Congrès);87381020;Samedi;2012-06-23;C;Après 20h;961
Bibliothèque François Mitterrand;87328328;Samedi;2012-06-23;C;De 6h à 10h;2199
Bibliothèque François Mitterrand;87328328;JOB;2012-06-26;C;De 10h à 16h;8029
Saint-Ouen l'Aumône Liesse;87337980;Samedi;2012-06-23;C;De 10h à 16h;148
Saint-Ouen l'Aumône Liesse;87337980;Dimanche;2012-06-24;C;Après 20h;31
Péreire Levallois;87381012;Samedi;2012-06-23;C;De 16h à 20h;1044
Avenue Foch;87381038;Dimanche;2012-06-24;C;De 16h à 20h;183
Bibliothèque François Mitterrand;87328328;Dimanche;2012-06-24;C;De 10h à 16h;5429
Bibliothèque François Mitterrand;87328328;JOB;2012-06-26;C;Après 20h;6703
Saint-Ouen l'Aumône;87276105;Dimanche;2012-06-24;C;De 16h à 20h;100
Saint-Ouen l'Aumône;87276105;Samedi;2012-06-23;C;Après 20h;58
Saint-Ouen l'Aumône;87276105;JOB;2012-06-26;C;Avant 6h;37
Saint-Gratien;87276170;Samedi;2012-06-23;C;De 6h à 10h;647
Saint-Gratien;87276170;Samedi;2012-06-23;C;Avant 6h;56
Pontoise;87276139;Samedi;2012-06-23;C;De 6h à 10h;276
Pierrelaye;87276097;Samedi;2012-06-23;C;Après 20h;15
Pontoise;87276139;Dimanche;2012-06-24;C;Après 20h;56
Champ de Mars Tour Eiffel;87393058;Dimanche;2012-06-24;C;Après 20h;1343
Champ de Mars Tour Eiffel;87393058;Samedi;2012-06-23;C;Après 20h;6640
Champ de Mars Tour Eiffel;87393058;Dimanche;2012-06-24;C;Avant 6h;55
Versailles Chantiers;87393009;JOB;2012-06-26;C;De 10h à 16h;1417
Versailles Chantiers;87393009;Samedi;2012-06-23;C;Après 20h;498
Pont de l'Alma;87393041;JOB;2012-06-26;C;Avant 6h;14
Javel;87393066;Dimanche;2012-06-24;C;Après 20h;216
Javel;87393066;JOB;2012-06-26;C;De 10h à 16h;1331
Javel;87393066;JOB;2012-06-26;C;De 16h à 20h;2649
Saint-Germain en Laye Bel Air Fourqueux;87366922;Samedi;2012-11-24;L;De 16h à 20h;17
Saint-Germain-en-Laye Bel-Air - Fourqueux;87366922;Dimanche;2016-03-13;L;Après 20h;7
Saint-Germain-en-Laye Bel-Air - Fourqueux;87366922;Dimanche;2016-03-13;L;Avant 6h;1
Saint-Germain-en-Laye Bel-Air - Fourqueux;87366922;Dimanche;2016-03-13;L;De 10h à 16h;67
Pont Cardinet;87381111;Dimanche;2014-05-18;L;De 10h à 16h;744
Pont Cardinet;87381111;Dimanche;2014-05-18;L;De 16h à 20h;595
Pont Cardinet;87381111;Dimanche;2016-03-13;L;De 6h à 10h;92
Pont Cardinet;87381111;Samedi;2014-05-17;L;De 10h à 16h;921
Clichy - Levallois;87381129;JOB;2016-03-15;L;De 16h à 20h;2349
Clichy Levallois;87381129;Dimanche;2014-05-18;L;De 10h à 16h;1282
Clichy Levallois;87381129;JOB;2014-05-20;L;Après 20h;865
Clichy Levallois;87381129;Samedi;2014-05-17;L;Après 20h;839
Asnières sur Seine;87381137;Dimanche;2014-05-18;L;De 10h à 16h;1744
Asnières sur Seine;87381137;Dimanche;2014-05-18;L;De 16h à 20h;997
Asnières sur Seine;87381137;JOB;2014-05-20;L;Après 20h;517
Asnières sur Seine;87381137;JOB;2014-05-20;L;Avant 6h;68
Asnières sur Seine;87381137;Samedi;2014-05-17;L;Après 20h;840
Asnières sur Seine;87381137;Samedi;2014-05-17;L;De 6h à 10h;898
Asnières-sur-Seine;87381137;Dimanche;2016-03-13;L;Après 20h;159
Asnières-sur-Seine;87381137;Dimanche;2016-03-13;L;Avant 6h;14
Asnières-sur-Seine;87381137;JOB;2016-03-15;L;Avant 6h;22
Conflans fin d'Oise;87381459;JOB;2014-05-20;L;Après 20h;11
Cergy Préfecture;87381905;JOB;2014-05-20;L;Après 20h;18
Cergy Préfecture;87381905;JOB;2014-05-20;L;De 6h à 10h;1839
Bécon les Bruyères;87382002;Dimanche;2014-05-18;L;De 16h à 20h;843
Bécon les Bruyères;87382002;Dimanche;2014-05-18;L;De 6h à 10h;234
Bécon les Bruyères;87382002;Dimanche;2016-03-13;L;De 16h à 20h;900
Bécon les Bruyères;87382002;Dimanche;2016-03-13;L;De 6h à 10h;415
Bécon les Bruyères;87382002;JOB;2014-05-20;L;De 10h à 16h;1844
Bécon les Bruyères;87382002;JOB;2016-03-15;L;Après 20h;464
Bécon les Bruyères;87382002;Samedi;2014-05-17;L;Après 20h;587
Bécon les Bruyères;87382002;Samedi;2016-03-12;L;Après 20h;563
Bécon les Bruyères;87382002;Samedi;2016-03-12;L;De 16h à 20h;1384
Courbevoie;87382200;Dimanche;2016-03-13;L;Avant 6h;17
Courbevoie;87382200;JOB;2016-03-15;L;Après 20h;397
Courbevoie;87382200;JOB;2016-03-15;L;Avant 6h;63
Courbevoie;87382200;Samedi;2016-03-12;L;De 10h à 16h;1728
Courbevoie;87382200;Samedi;2016-03-12;L;De 6h à 10h;551
Garches - Marnes-la-Coquette;87382259;JOB;2016-03-15;L;De 10h à 16h;616
Garches - Marnes-la-Coquette;87382259;Samedi;2016-03-12;L;De 6h à 10h;254
Vaucresson;87382267;Dimanche;2016-03-13;L;De 16h à 20h;299
Vaucresson;87382267;JOB;2016-03-15;L;Avant 6h;12
Vaucresson;87382267;JOB;2016-03-15;L;De 16h à 20h;818
Vaucresson;87382267;Samedi;2016-03-12;L;De 16h à 20h;379
Chaville Rive Droite;87382333;Samedi;2016-03-12;L;Avant 6h;7
Chaville Rive Droite;87382333;Samedi;2016-03-12;L;De 6h à 10h;288
Sèvres - Ville-d'Avray;87382341;JOB;2016-03-15;L;Avant 6h;25
Sèvres - Ville-d'Avray;87382341;JOB;2016-03-22;L;De 16h à 20h;806
Saint-Cloud;87382358;Dimanche;2016-03-13;L;Avant 6h;5
Saint-Cloud;87382358;Dimanche;2016-03-13;L;De 16h à 20h;1032
Saint-Cloud;87382358;Dimanche;2016-03-13;L;De 6h à 10h;345
Saint-Cloud;87382358;JOB;2016-03-15;L;Avant 6h;27
Saint-Cloud;87382358;JOB;2016-03-15;L;De 10h à 16h;669
Saint-Cloud;87382358;JOB;2016-03-15;L;De 6h à 10h;3781
Saint-Cloud;87382358;JOB;2016-03-22;L;Après 20h;355
Saint-Cloud;87382358;Samedi;2016-03-12;L;Avant 6h;13
Le Val d'Or;87382366;Dimanche;2016-03-13;L;Avant 6h;7
Le Val d'Or;87382366;JOB;2016-03-15;L;De 10h à 16h;148
Suresnes Mont Valérien;87382374;Dimanche;2016-03-13;L;Avant 6h;8
Suresnes Mont Valérien;87382374;JOB;2016-03-22;L;De 10h à 16h;307
Suresnes Mont Valérien;87382374;Samedi;2016-03-12;L;Avant 6h;9
Suresnes Mont Valérien;87382374;Samedi;2016-03-12;L;De 10h à 16h;495
Puteaux;87382382;JOB;2016-03-22;L;Après 20h;63
Puteaux;87382382;JOB;2016-03-22;L;De 10h à 16h;281
La Celle-Saint-Cloud;87382432;JOB;2016-03-15;L;Après 20h;95
La Celle-Saint-Cloud;87382432;JOB;2016-03-15;L;De 6h à 10h;1828
La Celle-Saint-Cloud;87382432;Samedi;2016-03-12;L;Après 20h;177
La Celle-Saint-Cloud;87382432;Samedi;2016-03-12;L;Avant 6h;17
Bougival;87382440;Dimanche;2016-03-13;L;De 10h à 16h;152
Bougival;87382440;Dimanche;2016-03-13;L;De 16h à 20h;119
Bougival;87382440;Samedi;2016-03-12;L;Après 20h;62
Louveciennes;87382457;Dimanche;2016-03-13;L;De 10h à 16h;222
Louveciennes;87382457;Samedi;2016-03-12;L;Avant 6h;9
Louveciennes;87382457;Samedi;2016-03-12;L;De 10h à 16h;335
Marly-le-Roi;87382465;Dimanche;2016-03-13;L;Avant 6h;4
Marly-le-Roi;87382465;Dimanche;2016-03-13;L;De 6h à 10h;135
Marly-le-Roi;87382465;JOB;2016-03-15;L;De 16h à 20h;812
Marly-le-Roi;87382465;Samedi;2016-03-12;L;Après 20h;136
Marly-le-Roi;87382465;Samedi;2016-03-12;L;De 6h à 10h;429
L'Étang-la-Ville;87382473;Dimanche;2016-03-13;L;Après 20h;17
L'Étang-la-Ville;87382473;Dimanche;2016-03-13;L;Avant 6h;0
L'Étang-la-Ville;87382473;JOB;2016-03-15;L;De 6h à 10h;643
L'Étang-la-Ville;87382473;Samedi;2016-03-12;L;De 6h à 10h;81
Saint-Nom la Bretèche Forêt de Marly;87382481;JOB;2012-11-22;L;De 6h à 10h;138
Saint-Nom la Bretèche Forêt de Marly;87382481;Samedi;2012-11-24;L;De 6h à 10h;33
Saint-Nom-la-Bretèche Forêt de Marly;87382481;Dimanche;2016-03-13;L;Avant 6h;3
Saint-Nom-la-Bretèche Forêt de Marly;87382481;Dimanche;2016-03-13;L;De 6h à 10h;92
Saint-Nom-la-Bretèche Forêt de Marly;87382481;Samedi;2016-03-12;L;De 16h à 20h;382
Saint-Nom-la-Bretèche Forêt de Marly;87382481;Samedi;2016-03-12;L;De 6h à 10h;159
Cergy le Haut;87382655;JOB;2014-05-20;L;Après 20h;0
Cergy le Haut;87382655;JOB;2014-05-20;L;De 6h à 10h;1559
Saint-Germain en Laye Grande Ceinture;87382804;JOB;2012-11-22;L;De 6h à 10h;51
Saint-Germain en Laye Grande Ceinture;87382804;Samedi;2012-11-24;L;Avant 6h;0
Saint-Germain en Laye Grande Ceinture;87382804;Samedi;2012-11-24;L;De 6h à 10h;13
Mareil Marly;87382812;Samedi;2012-11-24;L;De 10h à 16h;25
Mareil-Marly;87382812;Dimanche;2016-03-13;L;Après 20h;3
Mareil-Marly;87382812;Dimanche;2016-03-13;L;Avant 6h;0
Mareil-Marly;87382812;Dimanche;2016-03-13;L;De 16h à 20h;5
Mareil-Marly;87382812;Dimanche;2016-03-13;L;De 6h à 10h;2
Versailles Rive Droite;87382861;Dimanche;2016-03-13;L;Avant 6h;18
Les Grésillons;87272146;JOB;2012-06-26;C;De 6h à 10h;1011
Ermont Eaubonne;87276055;Dimanche;2012-06-24;C;Après 20h;366
Ermont Eaubonne;87276055;Dimanche;2012-06-24;C;De 10h à 16h;1080
Ermont Eaubonne;87276055;Dimanche;2012-06-24;C;De 16h à 20h;719
Ermont Eaubonne;87276055;Samedi;2012-06-23;C;Après 20h;654
Ermont Eaubonne;87276055;Samedi;2012-06-23;C;De 10h à 16h;1489
Ermont Eaubonne;87276055;Samedi;2012-06-23;C;De 6h à 10h;643
Cernay;87276063;Dimanche;2012-06-24;C;De 6h à 10h;117
Cernay;87276063;JOB;2012-06-26;C;De 10h à 16h;571
Cernay;87276063;Samedi;2012-06-23;C;Après 20h;139
Franconville Le Plessis Bouchard;87276071;Dimanche;2012-06-24;C;Avant 6h;22
Franconville Le Plessis Bouchard;87276071;Samedi;2012-06-23;C;Après 20h;247
Montigny Beauchamp;87276089;Dimanche;2012-06-24;C;Après 20h;83
Montigny Beauchamp;87276089;JOB;2012-06-26;C;De 16h à 20h;837
Montigny Beauchamp;87276089;Samedi;2012-06-23;C;Après 20h;174
Montigny Beauchamp;87276089;Samedi;2012-06-23;C;De 6h à 10h;338
Pierrelaye;87276097;JOB;2012-06-26;C;Avant 6h;12
Pierrelaye;87276097;Samedi;2012-06-23;C;De 10h à 16h;118
Pierrelaye;87276097;Samedi;2012-06-23;C;De 6h à 10h;58
Saint-Ouen l'Aumône;87276105;Dimanche;2012-06-24;C;Avant 6h;10
Saint-Ouen l'Aumône;87276105;JOB;2012-06-26;C;De 10h à 16h;221
Saint-Ouen l'Aumône;87276105;JOB;2012-06-26;C;De 16h à 20h;176
Saint-Ouen l'Aumône;87276105;Samedi;2012-06-23;C;Avant 6h;6
Saint-Ouen l'Aumône;87276105;Samedi;2012-06-23;C;De 16h à 20h;133
Saint-Ouen l'Aumône;87276105;Samedi;2012-06-23;C;De 6h à 10h;107
Pontoise;87276139;Dimanche;2012-06-24;C;De 6h à 10h;173
Pontoise;87276139;Samedi;2012-06-23;C;De 10h à 16h;476
Saint-Gratien;87276170;Dimanche;2012-06-24;C;De 6h à 10h;327
Saint-Gratien;87276170;JOB;2012-06-26;C;Après 20h;233
Saint-Gratien;87276170;JOB;2012-06-26;C;Avant 6h;121
Bibliothèque François Mitterrand;87328328;Samedi;2012-06-23;C;De 10h à 16h;6802
Saint-Ouen l'Aumône Liesse;87337980;JOB;2012-06-26;C;Avant 6h;18
Péreire Levallois;87381012;Dimanche;2012-06-24;C;Après 20h;228
Péreire Levallois;87381012;JOB;2012-06-26;C;Avant 6h;20
Péreire Levallois;87381012;JOB;2012-06-26;C;De 10h à 16h;1913
Péreire Levallois;87381012;Samedi;2012-06-23;C;Après 20h;491
Péreire Levallois;87381012;Samedi;2012-06-23;C;De 10h à 16h;1138
Neuilly Porte Maillot (Palais des Congrès);87381020;Dimanche;2012-06-24;C;Avant 6h;59
Neuilly Porte Maillot (Palais des Congrès);87381020;Dimanche;2012-06-24;C;De 10h à 16h;1235
Neuilly Porte Maillot (Palais des Congrès);87381020;Dimanche;2012-06-24;C;De 16h à 20h;1157
Neuilly Porte Maillot (Palais des Congrès);87381020;JOB;2012-06-26;C;Avant 6h;21
Neuilly Porte Maillot (Palais des Congrès);87381020;Samedi;2012-06-23;C;Avant 6h;15
Avenue Foch;87381038;Dimanche;2012-06-24;C;Avant 6h;3
Avenue Foch;87381038;Dimanche;2012-06-24;C;De 10h à 16h;269
Avenue Foch;87381038;JOB;2012-06-26;C;Avant 6h;9
Avenue Foch;87381038;JOB;2012-06-26;C;De 16h à 20h;915
Avenue Henri Martin;87381046;Dimanche;2012-06-24;C;Avant 6h;3
Avenue Henri Martin;87381046;Dimanche;2012-06-24;C;De 10h à 16h;288
Avenue Henri Martin;87381046;Dimanche;2012-06-24;C;De 16h à 20h;163
Avenue Henri Martin;87381046;JOB;2012-06-26;C;Avant 6h;6
Avenue Henri Martin;87381046;JOB;2012-06-26;C;De 10h à 16h;454
Avenue Henri Martin;87381046;Samedi;2012-06-23;C;Après 20h;114
Avenue Henri Martin;87381046;Samedi;2012-06-23;C;Avant 6h;2
Avenue Henri Martin;87381046;Samedi;2012-06-23;C;De 16h à 20h;247
Massy Verrières;87383281;Dimanche;2012-06-24;C;De 6h à 10h;36
Massy Verrières;87383281;JOB;2012-06-26;C;Avant 6h;10
Massy Verrières;87383281;JOB;2012-06-26;C;De 16h à 20h;85
Massy Verrières;87383281;JOB;2012-06-26;C;De 6h à 10h;261
Massy Verrières;87383281;Samedi;2012-06-23;C;De 10h à 16h;73
Versailles Chantiers;87393009;Samedi;2012-06-23;C;De 16h à 20h;1045
Invalides;87393033;Dimanche;2012-06-24;C;De 6h à 10h;1228
Invalides;87393033;Samedi;2012-06-23;C;Après 20h;2016
Invalides;87393033;Samedi;2012-06-23;C;De 10h à 16h;5332
Pont de l'Alma;87393041;Dimanche;2012-06-24;C;De 10h à 16h;1301
Pont de l'Alma;87393041;Samedi;2012-06-23;C;Avant 6h;17
Champ de Mars Tour Eiffel;87393058;Dimanche;2012-06-24;C;De 16h à 20h;3234
Champ de Mars Tour Eiffel;87393058;JOB;2012-06-26;C;De 16h à 20h;8332
Champ de Mars Tour Eiffel;87393058;Samedi;2012-06-23;C;De 10h à 16h;5183
Champ de Mars Tour Eiffel;87393058;Samedi;2012-06-23;C;De 6h à 10h;1133
Javel;87393066;Dimanche;2012-06-24;C;De 10h à 16h;853
Javel;87393066;Samedi;2012-06-23;C;Après 20h;382
Issy;87393074;Dimanche;2012-06-24;C;Après 20h;120
Issy;87393074;Dimanche;2012-06-24;C;De 6h à 10h;166
Issy;87393074;JOB;2012-06-26;C;Avant 6h;39
Issy;87393074;Samedi;2012-06-23;C;De 6h à 10h;332
Meudon Val Fleury;87393082;Dimanche;2012-06-24;C;De 16h à 20h;436
Meudon Val Fleury;87393082;Dimanche;2012-06-24;C;De 6h à 10h;229
Meudon Val Fleury;87393082;JOB;2012-06-26;C;Avant 6h;64
Meudon Val Fleury;87393082;Samedi;2012-06-23;C;Après 20h;327
Versailles Rive Gauche Château de Versailles;87393157;JOB;2012-06-26;C;Avant 6h;26
Versailles Rive Gauche Château de Versailles;87393157;JOB;2012-06-26;C;De 16h à 20h;7319
Versailles Rive Gauche Château de Versailles;87393157;JOB;2012-06-26;C;De 6h à 10h;1774
Porchefontaine;87393165;JOB;2012-06-26;C;Avant 6h;19
Porchefontaine;87393165;Samedi;2012-06-23;C;De 6h à 10h;178
Chaville Vélizy;87393173;Dimanche;2012-06-24;C;De 6h à 10h;169
Chaville Vélizy;87393173;JOB;2012-06-26;C;Après 20h;116
Chaville Vélizy;87393173;Samedi;2012-06-23;C;De 6h à 10h;293
Viroflay Rive Gauche;87393215;Dimanche;2012-06-24;C;De 10h à 16h;591
Viroflay Rive Gauche;87393215;Dimanche;2012-06-24;C;De 16h à 20h;313
Viroflay Rive Gauche;87393215;JOB;2012-06-26;C;Après 20h;116
Viroflay Rive Gauche;87393215;JOB;2012-06-26;C;Avant 6h;26
Viroflay Rive Gauche;87393215;JOB;2012-06-26;C;De 16h à 20h;786
Viroflay Rive Gauche;87393215;Samedi;2012-06-23;C;Après 20h;193
Saint-Cyr;87393223;JOB;2012-06-26;C;Avant 6h;21
Saint-Cyr;87393223;JOB;2012-06-26;C;De 16h à 20h;278
Saint-Cyr;87393223;Samedi;2012-06-23;C;Après 20h;109
Issy Val de Seine;87393306;Dimanche;2012-06-24;C;De 16h à 20h;548
Issy Val de Seine;87393306;Samedi;2012-06-23;C;De 10h à 16h;1014
Pont du Garigliano;87393322;Dimanche;2012-06-24;C;Après 20h;150
Pont du Garigliano;87393322;JOB;2012-06-26;C;Avant 6h;10
PANTIN;87113209;Samedi;2016-10-01;E;De 6h à 10h;1375
NOISY LE SEC;87113217;Dimanche;2016-10-02;E;Avant 6h;167
NOISY LE SEC;87113217;Dimanche;2016-10-02;E;De 16h à 20h;4272
NOISY LE SEC;87113217;Dimanche;2016-10-02;E;De 6h à 10h;1964
BONDY;87113407;JOB;2016-10-04;E;De 10h à 16h;3057
BONDY;87113407;Samedi;2016-10-01;E;Avant 6h;186
LE RAINCY VILLEMOMBLE MONTFERMEIL;87113472;Dimanche;2016-10-02;E;Après 20h;567
LE RAINCY VILLEMOMBLE MONTFERMEIL;87113472;JOB;2016-10-04;E;Après 20h;590
LE RAINCY VILLEMOMBLE MONTFERMEIL;87113472;JOB;2016-10-04;E;De 6h à 10h;8036
LE RAINCY VILLEMOMBLE MONTFERMEIL;87113472;Samedi;2016-10-01;E;Avant 6h;266
GAGNY;87113514;Dimanche;2016-10-02;E;Avant 6h;38
GAGNY;87113514;Dimanche;2016-10-02;E;De 10h à 16h;1608
GAGNY;87113514;JOB;2016-10-04;E;Après 20h;396
LE CHENAY GAGNY;87113522;Dimanche;2016-10-02;E;De 10h à 16h;973
LE CHENAY GAGNY;87113522;Samedi;2016-10-01;E;De 16h à 20h;658
ROSNY BOIS PERRIER;87113696;Dimanche;2016-10-02;E;Après 20h;708
